lemma	bin_tag	mim_tag	freq	rank	ind	pre_kw_orig	kw_orig	post_kw_orig	pre_kw	kw	post_kw	ipa_sd	full_cat	bin_tag_en	tier	verb_1st_pres	verb_2nd_pres	verb_3rd_pres	verb_1st_past	verb_2nd_past	verb_3rd_past	verb_lh_þt	OBEYGJANLEGT	ÞFET	ÞGFET	EFET	NFFT	ÞFFT	ÞGFFT	EFFT	ft	et	ÞF	ÞGF	EF	lo.fst	lo.mst	lo.est	MST	EST	pronounce	manual_en	manual_zh	full_cat_zh
bókstaflega	ao	a	302	3886	495165	Þannig að við	bókstaflega	skiljum ekki þá röksemdafærslu.	Þannig að við	bókstaflega	skiljum ekki þá röksemdafærslu.	poukstavlɛɣa	Atviksorð	adv.	4K								bókstaflega																		bókstaflega.mp3	literally	字面上地	副词
gjörsamlega	ao	a	302	3886	496927	Sjúklingurinn sagði þetta	gjörsamlega	siðlaust.	Sjúklingurinn sagði þetta	gjörsamlega	siðlaust.	cœr̥samlɛɣa	Atviksorð	adv.	4K								gjörsamlega																		gjörsamlega.mp3	completely	完全地	副词
stynja	so	s	302	3886	417910	Vesturlönd	stynja	þó undan kreppu.	Vesturlönd	stynja	þó undan kreppu.	stɪnja	Sagnorð	v.	4K	styn	stynur	stynur	stundi	stundir	stundi	stunið																			stynja.mp3	groan, moan	呻吟	动词
viðbúnaður	kk	nk	302	3886	86040	Almannavarnir eru ekki með neinn sérstakan	viðbúnað	vegna þessa.	Almannavarnir eru ekki með neinn sérstakan	viðbúnað	vegna þessa.	vɪðpunaðʏr	Nafnorð	m.	4K									viðbúnað	viðbúnaði	viðbúnaðar															viðbúnaður.mp3	preparation	准备	名词
þögull	lo	l	302	3886	165040		Þögult	diskó er orðið nokkuð þekkt fyrirbæri erlendis.		Þögult	diskó er orðið nokkuð þekkt fyrirbæri erlendis.	θœːɣʏtl̥	Lýsingarorð	adj.	4K																					þögull  --  þögul -- þögult	þögulli -- þögulli -- þögulla	þöglastur -- þöglust -- þöglast			þögull.mp3	silent	沉默的，安静的	形容词
api	kk	nk	301	3894	8842		Api	og bjarndýr léku undir við athöfnina.		Api	og bjarndýr léku undir við athöfnina.	aːpɪ	Nafnorð	m.	4K									apa	apa	apa	apar	apa	öpum	apa											api.mp3	monkey, ape	猴子，猿	名词
brottför	kvk	nv	301	3894	123466	En það hafði áhrif á	brottför	sautján flugvéla í morgun.	En það hafði áhrif á	brottför	sautján flugvéla í morgun.	prɔhtfœr	Nafnorð	f.	4K									brottför	brottför	brottfarar	brottfarir	brottfarir	brottförum	brottfara											brottför.mp3	departure	离开，出发	名词
hægja	so	s	301	3894	434912	Reynslan sýni hinsvegar að það	hægist	á nýskráningum í febrúar.	Reynslan sýni hinsvegar að það	hægist	á nýskráningum í febrúar.	haija	Sagnorð	v.	4K	hægi	hægir	hægir	hægði	hægðir	hægði	hægt																			hægja.mp3	slow down	减速	动词
haukur	kk	nk	301	3894	6053	Það er gott að eiga	hauk	í horni hjá þeim.	Það er gott að eiga	hauk	í horni hjá þeim.	hœiːkʏr	Nafnorð	m.	4K									hauk	hauki	hauks	haukar	hauka	haukum	hauka											haukur.mp3	hawk	鹰	名词
hóf	hk	nh	301	3894	1636	Þeir fengu fjölmargar viðurkenningar á	hófinu	.	Þeir fengu fjölmargar viðurkenningar á	hófinu	.	houːv	Nafnorð	n.	4K									hóf	hófi	hófs	hóf	hóf	hófum	hófa											hóf.mp3	moderation; celebration, gathering	适度；庆典，聚会	名词
ítalska	kvk	nv	301	3894	15504	Skipið er skráð í Bretlandi en rekið af	ítölsku	skipafélagi.	Skipið er skráð í Bretlandi en rekið af	ítölsku	skipafélagi.	iːtʰalska	Nafnorð	f.	4K									ítölsku	ítölsku	ítölsku															ítalska.mp3	Italian	意大利语	名词
málstaður	kk	nk	301	3894	82670	Hún hefur ákveðið að fórna hárinu fyrir góðan	málstað	.	Hún hefur ákveðið að fórna hárinu fyrir góðan	málstað	.	maulstaðʏr	Nafnorð	m.	4K									málstað	málstað	málstaðar	málstaðir	málstaði	málstöðum	málstaða											málstaður.mp3	cause; case	原因；案子	名词
náttúrufræði	kvk	nv	301	3894	130479	Í	náttúrufræði	var árangur okkar hins vegar í meðallagi.	Í	náttúrufræði	var árangur okkar hins vegar í meðallagi.	nauhturʏfraiðɪ	Nafnorð	f.	4K									náttúrufræði	náttúrufræði	náttúrufræði															náttúrufræði.mp3	natural science	自然科学	名词
norðurhvel	hk	nh	301	3894	38012	Jöklar , einkum á	norðurhveli	, fara minnkandi vegna hlýnunar.	Jöklar , einkum á	norðurhveli	, fara minnkandi vegna hlýnunar.	nɔrðʏr̥kʰvɛl	Nafnorð	n.	4K									norðurhvel	norðurhveli	norðurhvels	norðurhvel	norðurhvel	norðurhvelum	norðurhvela											norðurhvel.mp3	northern hemisphere	北半球	名词
öndverður	lo	l	301	3894	413486	Þá snúast þeir	öndverðir	við.	Þá snúast þeir	öndverðir	við.	œntvɛrðʏr	Lýsingarorð	adj.	4K																					öndverður  --  öndverð -- öndvert					öndverður.mp3	diametrical	相反的；早的	形容词
samgönguáætlun	kvk	nv	301	3894	466927	Samtök ferðaþjónustunnar lýsa yfir vonbrigðum með niðurskurð á	samgönguáætlun	.	Samtök ferðaþjónustunnar lýsa yfir vonbrigðum með niðurskurð á	samgönguáætlun	.	samkœiŋkʏauaihtlʏn	Nafnorð	f.	4K									samgönguáætlun	samgönguáætlun	samgönguáætlunar	samgönguáætlanir	samgönguáætlanir	samgönguáætlunum	samgönguáætlana											samgönguáætlun.mp3	transportation plan	交通计划	名词
altari	hk	nh	300	3904	485736	Dómkirkjuprestur þjónaði fyrir	altari	ásamt biskupi Íslands.	Dómkirkjuprestur þjónaði fyrir	altari	ásamt biskupi Íslands.	al̥tarɪ	Nafnorð	n.	4K									altari	altari	altaris	ölturu	ölturu	ölturum	altara											altari.mp3	altar	（教堂，庙宇的）圣坛，祭台	名词
formennska	kvk	nv	300	3904	146741	Hann lætur af	formennsku	á sunnudag.	Hann lætur af	formennsku	á sunnudag.	fɔrmɛnska	Nafnorð	f.	4K									formennsku	formennsku	formennsku															formennska.mp3	chairmanship	担任主席，主席职位	名词
glöggt	ao	a	300	3904	496743	Þar er reyndar ekkert ferðaveður eins og myndirnar sýna	glöggt	.	Þar er reyndar ekkert ferðaveður eins og myndirnar sýna	glöggt	.	klœxt	Atviksorð	adv.	4K								glöggt																		glöggt.mp3	clearly	清楚地	副词
kærleiki	kk	nk	300	3904	433238	Hjónaband ætti ekki að snúast um kynhneigð , heldur	kærleika	.	Hjónaband ætti ekki að snúast um kynhneigð , heldur	kærleika	.	cʰairleicɪ	Nafnorð	m.	4K									kærleika	kærleika	kærleika	kærleikar	kærleika	kærleikum	kærleika											kærleiki.mp3	love	爱慕，爱意	名词
kvænast	so	s	300	3904	434995	Hann	kvæntist	ekki en eignaðist fimm börn.	Hann	kvæntist	ekki en eignaðist fimm börn.	kʰvaiːnast	Sagnorð	v.	4K	kvænist	kvænist	kvænist	kvæntist	kvæntist	kvæntist	kvænst																			kvænast.mp3	get married	结婚	动词
landeigandi	kk	nk	300	3904	114642	Tekjur	landeigenda	gætu numið 240 milljónum króna.	Tekjur	landeigenda	gætu numið 240 milljónum króna.	lanteiɣantɪ	Nafnorð	m.	4K									landeiganda	landeiganda	landeiganda	landeigendur	landeigendur	landeigendum	landeigenda											landeigandi.mp3	landowner	地主	名词
næra	so	s	300	3904	435114	Þeir hafi samið af sér við bankana og	nært	fasteignabóluna.	Þeir hafi samið af sér við bankana og	nært	fasteignabóluna.	naiːra	Sagnorð	v.	4K	næri	nærir	nærir	nærði	nærðir	nærði	nært																			næra.mp3	nourish	滋养	动词
tóbak	hk	nh	300	3904	3840	Verð á	tóbaki	hefur hækkað jafnt og þétt undanfarin ár.	Verð á	tóbaki	hefur hækkað jafnt og þétt undanfarin ár.	tʰouːpak	Nafnorð	n.	4K									tóbak	tóbaki	tóbaks															tóbak.mp3	tobacco	烟草	名词
útvegsmaður	kk	nk	300	3904	89029	Íslenskir	útvegsmenn	segja að miðillinn snúi sannleikanum á haus.	Íslenskir	útvegsmenn	segja að miðillinn snúi sannleikanum á haus.	uːtvɛxsmaðʏr	Nafnorð	m.	4K									útvegsmann	útvegsmanni	útvegsmanns	útvegsmenn	útvegsmenn	útvegsmönnum	útvegsmanna											útvegsmaður.mp3	shipowner	船东，船主	名词
dá	so	s	299	3914	436178	Maður getur ekki annað	dáðst	af þeim , segir safnstjórinn.	Maður getur ekki annað	dáðst	af þeim , segir safnstjórinn.	tauː	Sagnorð	v.	4K	dái	dáir	dáir	dáði	dáðir	dáði	dáð																			dá.mp3	admire, adore	仰慕，爱慕，喜爱	动词
fæðingarorlof	hk	nh	299	3914	470702	Níu mánaða	fæðingarorlof	skiptist á milli foreldra samkvæmt núgildandi lögum.	Níu mánaða	fæðingarorlof	skiptist á milli foreldra samkvæmt núgildandi lögum.	faiːðiŋkarɔrlɔv	Nafnorð	n.	4K									fæðingarorlof	fæðingarorlofi	fæðingarorlofs	fæðingarorlof	fæðingarorlof	fæðingarorlofum	fæðingarorlofa											fæðingarorlof.mp3	parental leave	产假	名词
fréttastofa	kvk	nv	299	3914	144549	Þetta kemur fram í svari við fyrirspurn	fréttastofu	.	Þetta kemur fram í svari við fyrirspurn	fréttastofu	.	frjɛhtastɔva	Nafnorð	f.	4K									fréttastofu	fréttastofu	fréttastofu	fréttastofur	fréttastofur	fréttastofum	fréttastofa											fréttastofa.mp3	newsroom	新闻编辑室	名词
gagnkynhneigður	lo	l	299	3914	468476	Samkynhneigðir njóta nú sama réttar og sömu stöðu og	gagnkynhneigðir	.	Samkynhneigðir njóta nú sama réttar og sömu stöðu og	gagnkynhneigðir	.	kakn̥cʰɪnn̥eiɣðʏr	Lýsingarorð	adj.	4K																					gagnkynhneigður  --  gagnkynhneigð -- gagnkynhneigt					gagnkynhneigður.mp3	heterosexual	异性恋	形容词
gróðurhúsalofttegund	kvk	nv	299	3914	470564	Ástæðan fyrir þessu er rakin til	gróðurhúsalofttegunda	.	Ástæðan fyrir þessu er rakin til	gróðurhúsalofttegunda	.	krouːðʏrhusalɔftɛɣʏnt	Nafnorð	f.	4K									gróðurhúsalofttegund	gróðurhúsalofttegund	gróðurhúsalofttegundar	gróðurhúsalofttegundir	gróðurhúsalofttegundir	gróðurhúsalofttegundum	gróðurhúsalofttegunda											gróðurhúsalofttegund.mp3	greenhouse gas	温室气体	名词
hinstur	lo	l	299	3914	406914	Hann fer þarna sína	hinstu	för og allir fylgja honum.	Hann fer þarna sína	hinstu	för og allir fylgja honum.	hɪnstʏr	Lýsingarorð	adj.	4K																					hinstur  --		hinstur -- hinst -- hinst			hinstur.mp3	last, ultimate	最后的，终极的	形容词
iðnaðarmaður	kk	nk	299	3914	88181	Mikill skortur er á	iðnaðarmönnum	í Vík.	Mikill skortur er á	iðnaðarmönnum	í Vík.	ɪðnaðarmaðʏr	Nafnorð	m.	4K									iðnaðarmann	iðnaðarmanni	iðnaðarmanns	iðnaðarmenn	iðnaðarmenn	iðnaðarmönnum	iðnaðarmanna											iðnaðarmaður.mp3	craftsman	工匠	名词
markaðssvæði	hk	nh	299	3914	65448	Spánn er okkar helsta	markaðssvæði	fyrir humar.	Spánn er okkar helsta	markaðssvæði	fyrir humar.	mar̥kaðsvaiðɪ	Nafnorð	n.	4K									markaðssvæði	markaðssvæði	markaðssvæðis	markaðssvæði	markaðssvæði	markaðssvæðum	markaðssvæða											markaðssvæði.mp3	market area	市场区域	名词
stórfelldur	lo	l	299	3914	413022	Það er engin	stórfelld	breyting þar á.	Það er engin	stórfelld	breyting þar á.	stourfɛltʏr	Lýsingarorð	adj.	4K																					stórfelldur  --  stórfelld -- stórfellt	stórfelldari -- stórfelldari -- stórfelldara	stórfelldastur -- stórfelldust -- stórfelldast			stórfelldur.mp3	large-scale; powerful	大规模的；强大的	形容词
stýrimaður	kk	nk	299	3914	88858	Siglingin sækist vel að sögn	stýrimanns	um borð.	Siglingin sækist vel að sögn	stýrimanns	um borð.	stiːrɪmaðʏr	Nafnorð	m.	4K									stýrimann	stýrimanni	stýrimanns	stýrimenn	stýrimenn	stýrimönnum	stýrimanna											stýrimaður.mp3	first mate	舵手，（商船的）大副	名词
verkalýðshreyfing	kvk	nv	299	3914	133137		Verkalýðshreyfingin	sé bæði klofin og tvístruð.		Verkalýðshreyfingin	sé bæði klofin og tvístruð.	vɛr̥kaliðsr̥eiviŋk	Nafnorð	f.	4K									verkalýðshreyfingu	verkalýðshreyfingu	verkalýðshreyfingar	verkalýðshreyfingar	verkalýðshreyfingar	verkalýðshreyfingum	verkalýðshreyfinga											verkalýðshreyfing.mp3	labor movement	工人运动	名词
föstudagskvöld	hk	nh	298	3923.5	42370	Hápunktur	föstudagskvöldsins	er á miðnætti þegar kveikt er í brennunni.	Hápunktur	föstudagskvöldsins	er á miðnætti þegar kveikt er í brennunni.	fœstʏtaxskʰvœlt	Nafnorð	n.	4K									föstudagskvöld	föstudagskvöldi	föstudagskvölds	föstudagskvöld	föstudagskvöld	föstudagskvöldum	föstudagskvölda											föstudagskvöld.mp3	Friday night	星期五晚上	名词
gámur	kk	nk	298	3923.5	6732	Ekki hefur verið gefið upp hvort hættuleg efni voru í	gámunum	.	Ekki hefur verið gefið upp hvort hættuleg efni voru í	gámunum	.	kauːmʏr	Nafnorð	m.	4K									gám	gámi	gáms	gámar	gáma	gámum	gáma											gámur.mp3	container	容器，集装箱	名词
hjálpartæki	hk	nh	298	3923.5	68249	Þeir eru hins vegar mjög þýðingarmikil	hjálpartæki	.	Þeir eru hins vegar mjög þýðingarmikil	hjálpartæki	.	çaul̥par̥tʰaicɪ	Nafnorð	n.	4K									hjálpartæki	hjálpartæki	hjálpartækis	hjálpartæki	hjálpartæki	hjálpartækjum	hjálpartækja											hjálpartæki.mp3	aid, support equipment	救援，支持设备	名词
menningarmál	hk	nh	298	3923.5	475348	Drög að stefnu í menntamálum og	menningarmálum	liggja einnig fyrir.	Drög að stefnu í menntamálum og	menningarmálum	liggja einnig fyrir.	mɛniŋkarmaul	Nafnorð	n.	4K									menningarmál	menningarmáli	menningarmáls	menningarmál	menningarmál	menningarmálum	menningarmála											menningarmál.mp3	cultural affairs	文化事务	名词
súla	kvk	nv	298	3923.5	16642	Óttast er að	súlur	í verslunarmiðstöð séu að falli komnar.	Óttast er að	súlur	í verslunarmiðstöð séu að falli komnar.	suːla	Nafnorð	f.	4K									súlu	súlu	súlu	súlur	súlur	súlum	súlna											súla.mp3	column	柱子，柱状	名词
synja	so	s	298	3923.5	423717	Þeim hafi ítrekað verið	synjað	um styrki hjá sveitarfélögunum.	Þeim hafi ítrekað verið	synjað	um styrki hjá sveitarfélögunum.	sɪnja	Sagnorð	v.	4K	synja	synjar	synjar	synjaði	synjaðir	synjaði	synjað																			synja.mp3	refuse, reject	拒绝，回绝	动词
úrkoma	kvk	nv	298	3923.5	148431	Töluverðri	úrkomu	er spáð á svæðinu næstu daga.	Töluverðri	úrkomu	er spáð á svæðinu næstu daga.	ur̥kʰɔma	Nafnorð	f.	4K									úrkomu	úrkomu	úrkomu															úrkoma.mp3	precipitation	降水，降雨量（包括雨、雪、冰等）	名词
þýðingarmikill	lo	l	298	3923.5	171576	Þessi sérstaka dagsetning er verðandi brúðhjónum	þýðingarmikil	.	Þessi sérstaka dagsetning er verðandi brúðhjónum	þýðingarmikil	.	θiːðiŋkarmɪcɪtl̥	Lýsingarorð	adj.	4K																					þýðingarmikill  --  þýðingarmikil -- þýðingarmikið	þýðingarmeiri -- þýðingarmeiri -- þýðingarmeira	þýðingarmestur -- þýðingarmest -- þýðingarmest			þýðingarmikill.mp3	significant	意义重大	形容词
heimkynni	hk	nh	297	3932	473260	Gripirnir sluppu út úr girðingu og fóru langt frá	heimkynnum	sínum.	Gripirnir sluppu út úr girðingu og fóru langt frá	heimkynnum	sínum.	heimcʰɪnɪ	Nafnorð	n.	4K												heimkynni	heimkynni	heimkynnum	heimkynna											heimkynni.mp3	home; roots	家；根	名词
húsfreyja	kvk	nv	297	3932	141718	Eftir það starfaði hún sem	húsfreyja	.	Eftir það starfaði hún sem	húsfreyja	.	huːsfreija	Nafnorð	f.	4K									húsfreyju	húsfreyju	húsfreyju	húsfreyjur	húsfreyjur	húsfreyjum	húsfreyja											húsfreyja.mp3	housewife	家庭主妇	名词
náttúruauðlind	kvk	nv	297	3932	470559		Náttúruauðlindir	í þjóðareign megi ekki selja eða láta varanlega af hendi.		Náttúruauðlindir	í þjóðareign megi ekki selja eða láta varanlega af hendi.	nauhturʏœiðlɪnt	Nafnorð	f.	4K									náttúruauðlind	náttúruauðlind	náttúruauðlindar	náttúruauðlindir	náttúruauðlindir	náttúruauðlindum	náttúruauðlinda											náttúruauðlind.mp3	natural resource	自然资源	名词
rennsli	hk	nh	297	3932	2919	Mjög mikið	rennsli	er í ám víðast hvar á landinu.	Mjög mikið	rennsli	er í ám víðast hvar á landinu.	rɛnstlɪ	Nafnorð	n.	4K									rennsli	rennsli	rennslis	rennsli	rennsli	rennslum	rennsla											rennsli.mp3	flow	流动，流畅	名词
rúða	kvk	nv	297	3932	393410	Maðurinn hafði brotið	rúðu	í bíl með berum höndum.	Maðurinn hafði brotið	rúðu	í bíl með berum höndum.	ruːða	Nafnorð	f.	4K									rúðu	rúðu	rúðu	rúður	rúður	rúðum	rúðna											rúða.mp3	window pane	窗玻璃	名词
skemmtistaður	kk	nk	297	3932	82739	Í kvöld verður hins vegar eðlilegur opnunartími á	skemmtistöðum	borgarinnar.	Í kvöld verður hins vegar eðlilegur opnunartími á	skemmtistöðum	borgarinnar.	scɛm̥tɪstaðʏr	Nafnorð	m.	4K									skemmtistað	skemmtistað	skemmtistaðar	skemmtistaðir	skemmtistaði	skemmtistöðum	skemmtistaða											skemmtistaður.mp3	club, bar	娱乐场所（如俱乐部，酒吧等）	名词
spinna	so	s	297	3932	435685	Bæði tónlistarmennirnir og leikararnir eru að	spinna	mestalla sýninguna.	Bæði tónlistarmennirnir og leikararnir eru að	spinna	mestalla sýninguna.	spɪna	Sagnorð	v.	4K	spinn	spinnur	spinnur	spann	spannst	spann	spunnið																			spinna.mp3	improvise, spin	即兴创作，旋转	动词
stakur	lo	l	297	3932	409117		Stakt	fargjald mun hins vegar haldast óbreytt.		Stakt	fargjald mun hins vegar haldast óbreytt.	staːkʏr	Lýsingarorð	adj.	4K																					stakur  --  stök -- stakt	stakari -- stakari -- stakara	stakastur -- stökust -- stakast			stakur.mp3	single, sole	单一的，唯一的	形容词
taka	kvk	nv	297	3932	16108	Þau voru sem sagt að fara af stað í	tökur	.	Þau voru sem sagt að fara af stað í	tökur	.	tʰaːka	Nafnorð	f.	4K									töku	töku	töku	tökur	tökur	tökum	taka											taka.mp3	take, capture	夺取，捕获	名词
alþingi	hk	nh	296	3940	297215	Því er ekki útilokað að	Alþingi	klári málið í dag.	Því er ekki útilokað að	Alþingi	klári málið í dag.	alθiɲcɪ	Nafnorð	n.	4K									alþingi	alþingi	alþingis	alþingi	alþingi	alþingum	alþinga											alþingi.mp3	parliament	议会，国会	名词
ferma	so	s	296	3940	434655	Við vorum nefnilega að fara að	fermast	.	Við vorum nefnilega að fara að	fermast	.	fɛrma	Sagnorð	v.	4K	fermi	fermir	fermir	fermdi	fermdir	fermdi	fermt																			ferma.mp3	load; confirm (in christian religion)	加载；（基督教中的）坚振，坚信	动词
hnöttur	kk	nk	296	3940	5702	Nýlega hafa fundist tvö tungl sem fylgja	hnettinum	.	Nýlega hafa fundist tvö tungl sem fylgja	hnettinum	.	n̥œhtʏr	Nafnorð	m.	4K									hnött	hnetti	hnattar	hnettir	hnetti	hnöttum	hnatta											hnöttur.mp3	globe	球状，地球	名词
innilega	ao	a	296	3940	497237	Hún vonar	innilega	að lög verði ekki sett á verkfallið.	Hún vonar	innilega	að lög verði ekki sett á verkfallið.	ɪnɪlɛɣa	Atviksorð	adv.	4K																								innilegar	innilegast	innilega.mp3	sincerely	真挚地，发自内心地	副词
óendanlega	ao	a	296	3940	498214	Þannig að þetta gleður mig	óendanlega	mikið.	Þannig að þetta gleður mig	óendanlega	mikið.	ouːɛntanlɛɣa	Atviksorð	adv.	4K								óendanlega																		óendanlega.mp3	infinitely	无限地	副词
samninganefnd	kvk	nv	296	3940	127015		Samninganefnd	ríkisins var ekki mætt á boðaðan samningafund í morgun.		Samninganefnd	ríkisins var ekki mætt á boðaðan samningafund í morgun.	samniŋkanɛmt	Nafnorð	f.	4K									samninganefnd	samninganefnd	samninganefndar	samninganefndir	samninganefndir	samninganefndum	samninganefnda											samninganefnd.mp3	negotiating committee	谈判委员会	名词
